t,cmd_px,cmd_py,cmd_pz,cmd_qx,cmd_qy,cmd_qz,cmd_qw,cmd_jaw_sep,grip_px,grip_py,grip_pz,grip_qx,grip_qy,grip_qz,grip_qw,grip_jaw_sep,peg_px,peg_py,peg_pz,peg_qx,peg_qy,peg_qz,peg_qw,f_gripper_peg,f_peg_table,f_peg_cuboid,f_cuboid_table
126,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.05593375473840956,0.20038331316341787,0.2000205350979544,0.05042137098041774,-0.005404407724606725,0.0028622335394737665,-0.0006929603320988273,0.9999810597217779,1370.5073972354087,98.78900153044218,0.0,9.809999999996556
127,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.0558649404496472,0.20038529396813445,0.20005437752515193,0.0504349039202963,-0.005482139406452642,0.0027956751698583514,-0.0006626156306663999,0.9999808454607513,1369.7902778254584,89.00547583673237,0.0,9.810000000000864
128,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.05582949725103449,0.20038922549777652,0.20007310657876384,0.05044059619039725,-0.00549653755470567,0.002729692583364848,-0.0005673724342817545,0.999981007290554,1364.415533715478,80.98271194984075,0.0,9.810000000001416
129,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.05582827544533242,0.20039496096983614,0.20007891647709017,0.0504395228752894,-0.0054739231272378985,0.0026997598961595623,-0.00039853447400356765,0.999981294141232,1365.8118396456107,79.54884529038405,0.0,9.810000000000535
130,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.0558182573962434,0.2003999369687664,0.20008657113717343,0.05043994168880614,-0.005451940786047177,0.002663145478900414,-0.0002560779426732105,0.999981559040921,1367.0874124524996,78.63104941564382,0.0,9.8100000000043
131,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.05581811577397811,0.20040557302878406,0.2000904163430327,0.050438618121951266,-0.005423246257708174,0.002633449577251119,-8.946226453599385e-05,0.9999818225047171,1366.723050235433,78.31183541986795,0.0,9.80999999998827
132,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.0557587215590004,0.2004052611406851,0.19999176037924768,0.05043467012500308,-0.004973628214180606,0.002653855226956419,-4.4581366445413095e-05,0.9999841089173984,1388.6234579257148,86.22689955467706,0.0,9.810000000005656
133,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.05571589501665141,0.20040560139035626,0.19994397988632814,0.050436175409765145,-0.004705533540871048,0.0026564778308541684,-2.6519975051167466e-05,0.9999854000815815,1374.1348481259963,82.11590324637635,0.0,9.809999999999986
134,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.05569651898897074,0.200410764571431,0.1999206025671633,0.050438408550585435,-0.004525813483720851,0.0025401560199658016,-0.00016113828136762962,0.9999865192362141,1374.9223477480493,80.48199925353592,0.0,9.81000000000134
135,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.05568720947032776,0.20041637938472812,0.1999068411445651,0.05044002304037181,-0.004411935459770659,0.0024140652797853507,-0.00030644959838191203,0.9999873065209215,1376.733018227882,78.38933730333706,0.0,9.810000000000423
136,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.05568323205646175,0.20042199190307983,0.19989752442120198,0.050440767851068,-0.004325377266759922,0.00228702457455616,-0.0004534416764805507,0.9999879274374974,1377.4197629918854,76.65038737504314,0.0,9.810000000000535
137,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.05568045767640049,0.20042748857872436,0.19989088062676819,0.05044096100605953,-0.004260195953071747,0.0021616322317199177,-0.0005987962951994983,0.999988409692599,1377.7617125118563,75.21851444421544,0.0,9.809999999995757
138,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.055672562400250404,0.20043688669351414,0.1998448648162213,0.05044867959175124,-0.004373283309155798,0.0019958067528244804,-0.0007247471739779644,0.9999881828751963,1377.9973052957478,74.00412621159509,0.0,9.810000000001834
139,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.05567080505590322,0.2004489351086591,0.19981698067593312,0.050456451888647925,-0.004517568340050716,0.0017960297068158096,-0.0008532219964360839,0.9999878188587149,1376.8166689770624,70.56601143054472,0.0,9.810000000001093
140,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.05565212413213516,0.20045655493643136,0.19974618416023968,0.050454061008643025,-0.00481272093802613,0.0017056099617734684,-0.0008483098360398828,0.9999866044014055,1379.9700574200588,67.24244951965723,0.0,9.810000000001022
141,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.055638995519227456,0.20043771331849736,0.19961609595691066,0.050463995181190484,-0.005871379937583528,0.002238561913881019,-3.284903798586825e-05,0.9999802571346731,1376.5352293828919,71.59545058932568,0.0,9.809999999999974
142,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.05563887720922604,0.2004422385625487,0.19966702560582608,0.050455054331884894,-0.0060273273688013955,0.002142711447659465,-0.00014292249483391055,0.999979529633283,1372.8386515139023,83.70841523800969,0.0,9.80999999999238
143,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.05565117939312012,0.20046058722501245,0.19977291006392647,0.05041749531117904,-0.0053173130131715825,0.0017040856683533205,-0.0007161023152920639,0.9999841546103763,1375.8653958763148,84.03824884217309,0.0,9.810000000010037
144,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.05567628143424966,0.20046197552156195,0.19975916522879217,0.05039914680123181,-0.0052565658825466655,0.001677322901733911,-0.0007416591250489492,0.9999845024022863,1373.5064142325302,90.15617723342714,0.0,9.809999999995577
145,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.055685041919388945,0.2004627474187586,0.19975180750166877,0.050386742567066496,-0.0052187180264413125,0.001663537829507242,-0.0007526411142724361,0.9999847154608931,1374.1104298599691,100.42488922916581,0.0,9.810000000001633
146,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.05568708879919486,0.2004630681932576,0.199748783343527,0.050378017724910316,-0.005192681454724017,0.0016596209582226196,-0.0007519765153662937,0.9999848580098126,1372.9086124725388,106.92771376895172,0.0,9.810000000000523
147,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.05568665391721975,0.20046310139937504,0.19974841206902383,0.050371660714850365,-0.005171777440359598,0.0016621824940751268,-0.0007434052416638655,0.9999849684950821,1372.2431480805403,111.50690578708685,0.0,9.809999999995776
148,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.0556852452094335,0.20046294550293983,0.19974956863995397,0.05036653706790223,-0.00515245110431012,0.0016689312893449827,-0.0007298254526348999,0.999985067023892,1371.8916026835982,114.7991203615553,0.0,9.81000000000195
149,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.05568369234498168,0.20046263199508357,0.19975187557829402,0.05036252675841142,-0.005132886816551428,0.0016793105642400107,-0.0007117016118581,0.999985163324823,1371.5517555588526,117.40250191026175,0.0,9.810000000004123
150,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.05568234522766007,0.2004622063770386,0.19975485437675597,0.05035929858830508,-0.005111640056860968,0.001692298324411213,-0.0006902785848504906,0.9999852652803368,1371.3359366786042,119.34833936611732,0.0,9.809999999996597
151,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.055681226344951366,0.20046170026759585,0.19975820100840316,0.05035663063460635,-0.005088121646032784,0.0017071586962611929,-0.000666487961797641,0.9999853761036197,1371.1795806349783,120.84321296000337,0.0,9.810000000000366
152,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.05568031766018504,0.20046113517178896,0.19976171970860607,0.05035436792597217,-0.0050621114055132135,0.0017233792801581496,-0.0006409939017205439,0.9999854969542272,1371.0534698959773,122.01724667001514,0.0,9.809999999997503
153,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.05567958860348,0.20046052543176357,0.19976528885618464,0.050352400586490154,-0.005033611089720081,0.0017406083792555827,-0.0006142648652821172,0.9999856277569907,1370.9487631642917,122.96188328769007,0.0,9.810000000000677
154,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.055678979947007975,0.20045988096696873,0.19976884546276033,0.050350652782244605,-0.005002852642363142,0.0017585970461709702,-0.0005866394386806099,0.9999857672267326,1370.8596465002543,123.74151607321107,0.0,9.81000000000004
155,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.05567842355794008,0.20045920994882588,0.19977234737274482,0.05034906796055011,-0.0049701121850108864,0.001777152933376922,-0.0005583627536093476,0.999985913872468,1370.7577002811765,124.39051817373645,0.0,9.809999999997725
156,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.0556778866195521,0.20045851517297372,0.1997758025340017,0.05034760838982761,-0.004935771348641453,0.0017961807776559866,-0.0005295956754874789,0.9999860656150307,1370.6852958835711,124.9604764132703,0.0,9.810000000005308
157,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.05567735574699173,0.2004577993829269,0.1997792075574523,0.050346242215006116,-0.004900062053100238,0.0018156063813007817,-0.0005004453214276807,0.9999862211649839,1370.6214124420826,125.46558171267228,0.0,9.810000000000676
158,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.05567682217021636,0.20045706429563834,0.19978256579739714,0.050344945677993476,-0.004863193418374449,0.0018353816301365476,-0.00047098292971734277,0.9999863793568026,1370.5627081080052,125.92203288332819,0.0,9.809999999995798
159,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.18725129115852657,1.0,0.0,0.0,6.123233995736766e-17,0.05567628026680702,0.2004563109108031,0.19978588419961804,0.05034370103003852,-0.0048253469901961615,0.001855476882225069,-0.0004412540376137157,0.9999865391728221,1370.5091825110171,126.3402128842142,0.0,9.810000000002072
160,0.19985734433045158,0.20021328206042396,0.19986977313282897,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.19986977313282897,1.0,0.0,0.0,6.123233995736766e-17,0.0572468591014016,0.2006538734287799,0.20017399718679393,0.05015376472882079,0.0016492715530125736,-0.001778661592895549,-0.002557906940138396,0.9999937866698813,1267.5836179049927,205.45665447011095,0.0,9.809999999999627
161,0.19985734433045158,0.20021328206042396,0.20992657145202734,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.20992657145202734,1.0,0.0,0.0,6.123233995736766e-17,0.058034157725913624,0.20045373955312656,0.20032632149948157,0.05024637165034676,0.003919510668575354,-0.003092116534533268,0.006649486096205523,0.9999654296955031,1411.6914042341357,418.13394409759957,0.0,9.810000000001471
162,0.19985734433045158,0.20021328206042396,0.21799053149169123,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.21799053149169123,1.0,0.0,0.0,6.123233995736766e-17,0.058636554741084694,0.2005113249461808,0.2003377221241545,0.05020451533084784,0.0022930700982724773,-0.0029868845658995264,0.005441147886963336,0.9999781068902392,1366.0051099026841,389.31150655506696,0.0,9.809999999996803
163,0.19985734433045158,0.20021328206042396,0.22443332825952256,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.22443332825952256,1.0,0.0,0.0,6.123233995736766e-17,0.059210760141062066,0.20080637332593954,0.20013929366282346,0.05019084009568698,0.00028652060541062177,-0.0024093568099687146,-0.004031008341922048,0.9999889318774745,1359.346762834176,422.65188792189196,0.0,9.81000000000396
164,0.19985734433045158,0.20021328206042396,0.22958483062675544,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.22958483062675544,1.0,0.0,0.0,6.123233995736766e-17,0.05912083626904789,0.20077647120591868,0.20020042118168396,0.0502180613700277,-0.0005181830353121918,-0.002884139000453987,-0.004452917523408985,0.9999857922761192,1407.741144848203,376.04656655554214,0.0,9.809999999997391
165,0.19985734433045158,0.20021328206042396,0.2337114767754099,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.2337114767754099,1.0,0.0,0.0,6.123233995736766e-17,0.07164833450761918,0.20075023307122974,0.20025601670879947,0.05012449341498441,-0.0011014972507822954,-0.0031021155450450897,-0.004591213871594333,0.9999840420417403,0.0,0.28528063084208766,0.0,9.810000000000757
166,0.19985734433045158,0.20021328206042396,0.23699408010332482,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.23699408010332482,1.0,0.0,0.0,6.123233995736766e-17,0.07665933380304768,0.20077720955944478,0.20025909349499,0.05011634588315216,-0.0011327989988265908,-0.002838427762716268,-0.004590829756003922,0.9999847920725672,0.0,1.4729293989016554,0.0,9.810000000000631
167,0.19985734433045158,0.20021328206042396,0.23961853325929028,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.23961853325929028,1.0,0.0,0.0,6.123233995736766e-17,0.07866373352121908,0.200835402709771,0.2002299952934417,0.05009112486553658,-0.0008507980910379128,-0.0022679247722521218,-0.004590991900130715,0.9999865276358519,0.0,0.8826488470441208,0.0,9.810000000001159
168,0.19985734433045158,0.20021328206042396,0.24171305158053955,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24171305158053955,1.0,0.0,0.0,6.123233995736766e-17,0.07946549340848764,0.20092466012497281,0.200168940028718,0.05004752304127785,-0.0002573218579308507,-0.001391708674866124,-0.004591601242505931,0.9999884569986073,0.0,0.8751019360776778,0.0,9.8099999999963
169,0.19985734433045158,0.20021328206042396,0.24337994587268721,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24337994587268721,1.0,0.0,0.0,6.123233995736766e-17,0.07978619736339507,0.20104965144756792,0.2001418598954707,0.05000423694454193,2.3441928207830694e-06,-0.0001659166948662389,-0.0045918006904609445,0.9999894438605711,0.0,0.982775561417542,0.0,9.810000000000453
170,0.19985734433045158,0.20021328206042396,0.24470480408705816,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24470480408705816,1.0,0.0,0.0,6.123233995736766e-17,0.07991447894535803,0.20120971582226388,0.2001393810751497,0.049957093591109406,1.9439557309583842e-05,0.0014032824940781274,-0.004591796713103831,0.9999884728452079,0.0,0.9587393002276817,0.0,9.81000000000161
171,0.19985734433045158,0.20021328206042396,0.2457552619878684,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.2457552619878684,1.0,0.0,0.0,6.123233995736766e-17,0.07996588122331964,0.20131359816851133,0.20019466193985616,0.05001252875490538,-0.0005267469396844108,0.002418393541102912,-0.004592573349921344,0.9999863909975812,0.0,1.5718051889957734,0.0,9.810000000000626
172,0.19985734433045158,0.20021328206042396,0.2466067153412758,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.2466067153412758,1.0,0.0,0.0,6.123233995736766e-17,0.07998635248932787,0.20138057427052877,0.20021324393689738,0.050074906968933484,-0.0007116173841140186,0.0030730461765123385,-0.004592666821486054,0.999984478579224,0.0,1.0210468484962456,0.0,9.809999999999949
173,0.19985734433045158,0.20021328206042396,0.24730035366680733,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24730035366680733,1.0,0.0,0.0,6.123233995736766e-17,0.07999454099573115,0.20141954143792873,0.2002038896531934,0.050102079251832736,-0.0006218632681773643,0.0034546477153159527,-0.004592114006374518,0.9999832954525747,0.0,0.7782750620087361,0.0,9.810000000000155
174,0.19985734433045158,0.20021328206042396,0.24786069878381242,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24786069878381242,1.0,0.0,0.0,6.123233995736766e-17,0.07999781639829247,0.20142882562204803,0.20016483829211906,0.050102499049339805,-0.00024033968532888243,0.0035472050431011345,-0.004590737692092507,0.9999831422082376,0.0,0.8269320726513101,0.0,9.809999999998364
175,0.19985734433045158,0.20021328206042396,0.2483090588369179,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.2483090588369179,1.0,0.0,0.0,6.123233995736766e-17,0.079999126559317,0.2014049888203458,0.20014645050510546,0.05009533614159954,-5.94061315947367e-05,0.0033148245704530672,-0.004590096315983866,0.9999839695839072,0.0,0.9373240246661767,0.0,9.810000000000354
176,0.19985734433045158,0.20021328206042396,0.24866631429785424,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24866631429785424,1.0,0.0,0.0,6.123233995736766e-17,0.07999965062372681,0.20134803604885562,0.20014241282372308,0.05008005363154298,-1.734886052681645e-05,0.0027577358496188717,-0.004589948154601198,0.9999856633812001,0.0,0.9342241631999049,0.0,9.810000000000112
177,0.19985734433045158,0.20021328206042396,0.248949062164592,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.248949062164592,1.0,0.0,0.0,6.123233995736766e-17,0.07999986024949074,0.2012581527596056,0.2001415419470822,0.050054656429617546,-4.791336364333375e-06,0.0018779969499179204,-0.004589906162504428,0.9999877028573494,0.0,0.9227244955106851,0.0,9.810000000000676
178,0.19985734433045158,0.20021328206042396,0.2491701810175971,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.2491701810175971,1.0,0.0,0.0,6.123233995736766e-17,0.0799999440997963,0.2011351238435729,0.20014193047665155,0.05001917295277883,-3.068989689046081e-06,0.0006731531310258883,-0.004589896141076078,0.9999892397965378,0.0,0.9228781286174056,0.0,9.810000000001123
179,0.19985734433045158,0.20021328206042396,0.24933997940463345,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24933997940463345,1.0,0.0,0.0,6.123233995736766e-17,0.07999997763991853,0.20105230014917747,0.20014206317450578,0.05000367946295705,-6.410960133995732e-07,-0.00013916462939996918,-0.004589892042152923,0.9999894567063377,0.0,1.0961072142690407,0.0,9.809999999995348
180,0.19985734433045158,0.20021328206042396,0.24947271941629817,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24947271941629817,1.0,0.0,0.0,6.123233995736766e-17,0.07999999105596742,0.20101098535530285,0.2001425807179878,0.050015804737157096,-3.84245820548093e-06,-0.0005441975090029329,-0.0045898465627390505,0.9999893185143716,0.0,1.1400689062321492,0.0,9.810000000001564
181,0.19985734433045158,0.20021328206042396,0.24958133648046996,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24958133648046996,1.0,0.0,0.0,6.123233995736766e-17,0.07999999642238698,0.20100322661120756,0.20014272630724564,0.05001811218135939,-4.909663942138077e-06,-0.0006202450863958667,-0.004589809862519546,0.9999892744011577,0.0,0.9244610597722331,0.0,9.80999999999728
182,0.19985734433045158,0.20021328206042396,0.24966869162064784,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24966869162064784,1.0,0.0,0.0,6.123233995736766e-17,0.0799999985689548,0.2010289986342599,0.20014252634410257,0.050010582911334846,-4.098800193763682e-06,-0.0003676638725636924,-0.004589774169185885,0.9999893993335892,0.0,0.9243427455022725,0.0,9.81000000000576
183,0.19985734433045158,0.20021328206042396,0.24973706987878524,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24973706987878524,1.0,0.0,0.0,6.123233995736766e-17,0.07999999942758192,0.20106658362210242,0.20014163471928423,0.049999627116994405,2.9538713056385275e-06,8.985241495055738e-07,-0.004589652595255542,0.9999894674842942,0.0,0.9612559452650433,0.0,9.810000000001072
184,0.19985734433045158,0.20021328206042396,0.2497895813264271,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.2497895813264271,1.0,0.0,0.0,6.123233995736766e-17,0.07999999977103277,0.20106741017991694,0.20014176249445453,0.04999955540278825,1.7058473121523149e-06,9.020067674258426e-06,-0.004589716717165112,0.9999894671526219,0.0,1.0436816851612076,0.0,9.809999999999569
185,0.19985734433045158,0.20021328206042396,0.24983157614169932,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24983157614169932,1.0,0.0,0.0,6.123233995736766e-17,0.07999999990841312,0.20106697175451224,0.20014181124723357,0.049999561191791636,1.2485708606872456e-06,4.71992679374953e-06,-0.004589717631395182,0.9999894671786436,0.0,0.9814463496272647,0.0,9.809999999996744
186,0.19985734433045158,0.20021328206042396,0.24986517315171777,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24986517315171777,1.0,0.0,0.0,6.123233995736766e-17,0.07999999996336525,0.20106672235238085,0.20014183422826445,0.04999956395264289,1.0354368003587298e-06,2.2740754001186105e-06,-0.0045897185305680014,0.9999894671833133,0.0,0.9809825634016853,0.0,9.810000000001013
187,0.19985734433045158,0.20021328206042396,0.24989205131190279,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24989205131190279,1.0,0.0,0.0,6.123233995736766e-17,0.07999999998534611,0.20106660160411344,0.2001418452104109,0.049999565299660736,9.341460209017972e-07,1.0900571308286274e-06,-0.004589719426616048,0.9999894671812919,0.0,0.9809918589701083,0.0,9.809999999996304
188,0.19985734433045158,0.20021328206042396,0.24991355410945437,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24991355410945437,1.0,0.0,0.0,6.123233995736766e-17,0.07999999999413845,0.2010665440001322,0.20014185048528438,0.04999956596104697,8.859664536386695e-07,5.253494905009462e-07,-0.004589720321937959,0.9999894671776826,0.0,0.9809960520550085,0.0,9.81000000000448
189,0.19985734433045158,0.20021328206042396,0.2499307564797729,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.2499307564797729,1.0,0.0,0.0,6.123233995736766e-17,0.07999999999765539,0.20106651655376012,0.20014185304484575,0.049999566285996735,8.630501859066206e-07,2.5642349575267055e-07,-0.004589721217074727,0.9999894671736992,0.0,0.980998062760844,0.0,9.809999999997512
190,0.19985734433045158,0.20021328206042396,0.24994451844101767,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24994451844101767,1.0,0.0,0.0,6.123233995736766e-17,0.07999999999906217,0.20106650347111366,0.20014185431278284,0.04999956644564996,8.521504140175561e-07,1.2837493595500144e-07,-0.004589722112159015,0.999989467169625,0.0,0.9809990482037951,0.0,9.810000000001958
