t,cmd_px,cmd_py,cmd_pz,cmd_qx,cmd_qy,cmd_qz,cmd_qw,cmd_jaw_sep,grip_px,grip_py,grip_pz,grip_qx,grip_qy,grip_qz,grip_qw,grip_jaw_sep,peg_px,peg_py,peg_pz,peg_qx,peg_qy,peg_qz,peg_qw,f_gripper_peg,f_peg_table,f_peg_cuboid,f_cuboid_table
252,0.19985734433045158,0.20021328206042396,0.2499990877321006,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.2499990877321006,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.2010672978009605,0.2001444459604547,0.04999908805787933,-2.458920217788084e-05,7.727872455519062e-06,-0.004589965590336671,0.9999894657202798,0.0,0.9810104777654887,0.0,9.810000000001565
253,0.19985734433045158,0.20021328206042396,0.24999908779725635,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908779725635,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106572730906608,0.20014446496839117,0.04999908714827532,-2.4704868886137193e-05,-7.66701304169959e-06,-0.004589955679041366,0.9999894657633903,0.0,0.9809895222349567,0.0,9.810000000001217
254,0.19985734433045158,0.20021328206042396,0.24999908779725635,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908779725635,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106729803974968,0.20014444595841288,0.049999088057879414,-2.4589202114528237e-05,7.72787264650252e-06,-0.004589973388575205,0.9999894656844858,0.0,0.9810104777653118,0.0,9.81000000000474
255,0.19985734433045158,0.20021328206042396,0.24999908784938096,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908784938096,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106572754785573,0.2001444649663745,0.0499990871482752,-2.470486894923471e-05,-7.667012848212494e-06,-0.004589963477279929,0.9999894657275964,0.0,0.9809895222336115,0.0,9.809999999996059
256,0.19985734433045158,0.20021328206042396,0.24999908784938096,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908784938096,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106729827853903,0.2001444459563718,0.0499990880578793,-2.4589202058319425e-05,7.727872839247789e-06,-0.0045899811868135056,0.9999894656486916,0.0,0.9810104777664593,0.0,9.809999999997174
257,0.19985734433045158,0.20021328206042396,0.24999908789108063,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908789108063,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106572778664514,0.20014446496435728,0.049999087148275285,-2.47048690069466e-05,-7.667012656728728e-06,-0.004589971275518063,0.9999894656918024,0.0,0.980989522234905,0.0,9.810000000000878
258,0.19985734433045158,0.20021328206042396,0.24999908789108063,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908789108063,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106729851732819,0.20014444595432965,0.04999908805787949,-2.4589201991873238e-05,7.727873030178343e-06,-0.004589988985051304,0.9999894656128975,0.0,0.9810104777657025,0.0,9.810000000000702
259,0.19985734433045158,0.20021328206042396,0.24999908792444042,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908792444042,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106572802543474,0.2001444649623399,0.049999087148275376,-2.470486906318948e-05,-7.667012463507668e-06,-0.00458997907375581,0.9999894656560082,0.0,0.9809895222334855,0.0,9.810000000000866
260,0.19985734433045158,0.20021328206042396,0.24999908792444042,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908792444042,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106729875611745,0.20014444595228778,0.04999908805787959,-2.458920192832256e-05,7.727873222244427e-06,-0.0045899967832888685,0.9999894655771032,0.0,0.9810104777663727,0.0,9.809999999997071
261,0.19985734433045158,0.20021328206042396,0.24999908795112827,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908795112827,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.2010657282642243,0.2001444649603229,0.049999087148275355,-2.4704869123317768e-05,-7.667012270514079e-06,-0.004589986871993229,0.9999894656202141,0.0,0.9809895222327586,0.0,9.810000000000423
262,0.19985734433045158,0.20021328206042396,0.24999908795112827,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908795112827,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106729899490658,0.20014444595024736,0.049999088057879254,-2.4589201878627033e-05,7.72787341285511e-06,-0.004590004581526003,0.999989465541309,0.0,0.9810104777652869,0.0,9.810000000004942
263,0.19985734433045158,0.20021328206042396,0.24999908797247847,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908797247847,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106572850301355,0.20014446495830643,0.04999908714827524,-2.470486918828399e-05,-7.667012080658818e-06,-0.004589994670230273,0.9999894655844198,0.0,0.9809895222358634,0.0,9.809999999993229
264,0.19985734433045158,0.20021328206042396,0.24999908797247847,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908797247847,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.2010672992336958,0.20014444594820568,0.0499990880578793,-2.4589201816847022e-05,7.727873604452973e-06,-0.0045900123797629,0.9999894655055146,0.0,0.9810104777652272,0.0,9.810000000008731
265,0.19985734433045158,0.20021328206042396,0.24999908798955864,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908798955864,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106572874180326,0.20014446495628946,0.049999087148275195,-2.4704869248645535e-05,-7.667011886322921e-06,-0.004590002468467165,0.9999894655486256,0.0,0.9809895222341851,0.0,9.809999999996164
266,0.19985734433045158,0.20021328206042396,0.24999908798955864,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908798955864,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.2010672994724851,0.20014444594616387,0.0499990880578794,-2.4589201753737995e-05,7.727873797125499e-06,-0.004590020177999366,0.9999894654697202,0.0,0.9810104777660078,0.0,9.809999999996876
267,0.19985734433045158,0.20021328206042396,0.2499990880032228,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.2499990880032228,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.2010657289805928,0.2001444649542725,0.04999908714827516,-2.4704869309157386e-05,-7.66701169326685e-06,-0.0045900102667032466,0.9999894655128313,0.0,0.9809895222331446,0.0,9.81000000000121
268,0.19985734433045158,0.20021328206042396,0.2499990880032228,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.2499990880032228,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.2010672997112743,0.20014444594412278,0.04999908805787927,-2.458920169776213e-05,7.727873988535617e-06,-0.0045900279762353885,0.9999894654339258,0.0,0.9810104777669224,0.0,9.810000000000315
269,0.19985734433045158,0.20021328206042396,0.2499990880141541,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.2499990880141541,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106572921938215,0.20014446495225527,0.049999087148275244,-2.4704869367113417e-05,-7.667011502276622e-06,-0.004590018064939263,0.9999894654770368,0.0,0.9809895222346392,0.0,9.810000000000858
270,0.19985734433045158,0.20021328206042396,0.2499990880141541,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.2499990880141541,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106729995006337,0.200144445942081,0.04999908805787934,-2.4589201635056184e-05,7.727874179077458e-06,-0.004590035774470953,0.9999894653981312,0.0,0.9810104777649005,0.0,9.810000000001068
271,0.19985734433045158,0.20021328206042396,0.24999908802289916,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908802289916,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106572945817167,0.20014446495023827,0.04999908714827522,-2.4704869427315467e-05,-7.66701130939799e-06,-0.004590025863174807,0.9999894654412423,0.0,0.9809895222339405,0.0,9.810000000003615
272,0.19985734433045158,0.20021328206042396,0.24999908802289916,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908802289916,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106730018885263,0.20014444594003955,0.049999088057879316,-2.4589201575689125e-05,7.727874371344346e-06,-0.0045900435727064546,0.9999894653623366,0.0,0.9810104777658449,0.0,9.809999999989016
273,0.19985734433045158,0.20021328206042396,0.2499990880298952,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.2499990880298952,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106572969696113,0.20014446494822136,0.04999908714827518,-2.470486948839097e-05,-7.667011117099745e-06,-0.004590033661410097,0.9999894654054479,0.0,0.9809895222343132,0.0,9.81000000000526
274,0.19985734433045158,0.20021328206042396,0.2499990880298952,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.2499990880298952,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106730042764184,0.2001444459379978,0.04999908805787938,-2.458920151343548e-05,7.727874563257406e-06,-0.004590051370941696,0.999989465326542,0.0,0.9810104777666251,0.0,9.810000000004893
275,0.19985734433045158,0.20021328206042396,0.24999908803549203,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908803549203,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106572993575067,0.20014446494620405,0.049999087148275244,-2.4704869545814177e-05,-7.66701092408083e-06,-0.004590041459645253,0.9999894653696534,0.0,0.9809895222336199,0.0,9.809999999996444
276,0.19985734433045158,0.20021328206042396,0.24999908803549203,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908803549203,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106730066643094,0.20014444593595668,0.04999908805787924,-2.458920145729499e-05,7.727874754041545e-06,-0.004590059169176473,0.9999894652907473,0.0,0.9810104777651962,0.0,9.810000000001242
277,0.19985734433045158,0.20021328206042396,0.24999908803996948,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908803996948,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106573017454,0.20014446494418717,0.04999908714827522,-2.470486960719989e-05,-7.667010733059625e-06,-0.004590049257879988,0.9999894653338587,0.0,0.9809895222353997,0.0,9.809999999996375
278,0.19985734433045158,0.20021328206042396,0.24999908803996948,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908803996948,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106730090522013,0.20014444593391495,0.049999088057879296,-2.458920139528396e-05,7.727874945578773e-06,-0.004590066967411039,0.9999894652549525,0.0,0.9810104777651508,0.0,9.809999999999697
279,0.19985734433045158,0.20021328206042396,0.24999908804355145,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908804355145,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106573041332962,0.20014446494217056,0.04999908714827506,-2.4704869671337934e-05,-7.667010539157357e-06,-0.004590057056114379,0.999989465298064,0.0,0.9809895222336968,0.0,9.810000000002058
280,0.19985734433045158,0.20021328206042396,0.24999908804355145,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908804355145,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106730114400945,0.20014444593187355,0.04999908805787927,-2.458920133657628e-05,7.727875138634556e-06,-0.00459007476564505,0.9999894652191577,0.0,0.9810104777670705,0.0,9.810000000001073
281,0.19985734433045158,0.20021328206042396,0.24999908804641702,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908804641702,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106573065211902,0.200144464940153,0.04999908714827522,-2.47048697261854e-05,-7.667010347227676e-06,-0.004590064854348253,0.9999894652622693,0.0,0.9809895222340835,0.0,9.810000000000478
282,0.19985734433045158,0.20021328206042396,0.24999908804641702,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908804641702,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.2010673013827985,0.2001444459298314,0.04999908805787943,-2.4589201270448978e-05,7.727875329096914e-06,-0.004590082563878707,0.9999894651833627,0.0,0.9810104777658227,0.0,9.809999999996297
283,0.19985734433045158,0.20021328206042396,0.2499990880487095,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.2499990880487095,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.2010657308909085,0.20014446493813567,0.0499990871482753,-2.4704869783166175e-05,-7.667010154374045e-06,-0.004590072652581731,0.9999894652264745,0.0,0.980989522233829,0.0,9.81000000000543
284,0.19985734433045158,0.20021328206042396,0.2499990880487095,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.2499990880487095,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106730162158762,0.2001444459277903,0.04999908805787929,-2.4589201214433964e-05,7.727875520351682e-06,-0.00459009036211202,0.9999894651475678,0.0,0.9810104777653968,0.0,9.809999999995028
285,0.19985734433045158,0.20021328206042396,0.24999908805054344,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908805054344,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.2010657311296979,0.20014446493611912,0.04999908714827516,-2.470486984802871e-05,-7.667009962740956e-06,-0.004590080450815005,0.9999894651906797,0.0,0.9809895222347442,0.0,9.810000000002008
286,0.19985734433045158,0.20021328206042396,0.24999908805054344,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908805054344,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106730186037688,0.20014444592574862,0.049999088057879344,-2.458920115296405e-05,7.727875712944185e-06,-0.0045900981603449915,0.9999894651117729,0.0,0.9810104777663649,0.0,9.810000000000496
287,0.19985734433045158,0.20021328206042396,0.24999908805201063,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908805201063,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106573136848738,0.20014446493410154,0.049999087148275306,-2.4704869902777124e-05,-7.667009769962462e-06,-0.004590088249047921,0.9999894651548846,0.0,0.9809895222339678,0.0,9.809999999992911
288,0.19985734433045158,0.20021328206042396,0.24999908805201063,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908805201063,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106730209916593,0.2001444459237068,0.0499990880578794,-2.4589201090294533e-05,7.727875903450645e-06,-0.004590105958577785,0.9999894650759777,0.0,0.9810104777654501,0.0,9.810000000009067
289,0.19985734433045158,0.20021328206042396,0.24999908805318438,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908805318438,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106573160727684,0.2001444649320846,0.04999908714827527,-2.4704869963628242e-05,-7.667009577518093e-06,-0.0045900960472806,0.9999894651190897,0.0,0.9809895222341416,0.0,9.809999999997107
290,0.19985734433045158,0.20021328206042396,0.24999908805318438,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908805318438,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106730233795522,0.2001444459216651,0.04999908805787946,-2.4589201028416598e-05,7.727876096107172e-06,-0.00459011375681033,0.9999894650401826,0.0,0.9810104777667448,0.0,9.810000000000139
291,0.19985734433045158,0.20021328206042396,0.2499990880541234,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.2499990880541234,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.2010657318460664,0.2001444649300677,0.0499990871482752,-2.4704870025078226e-05,-7.667009384059801e-06,-0.0045901038455131125,0.9999894650832947,0.0,0.9809895222327882,0.0,9.810000000002196
292,0.19985734433045158,0.20021328206042396,0.2499990880541234,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.2499990880541234,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106730257674438,0.20014444591962405,0.0499990880578793,-2.458920097321685e-05,7.72787628758781e-06,-0.004590121555042457,0.9999894650043875,0.0,0.9810104777668694,0.0,9.809999999999944
293,0.19985734433045158,0.20021328206042396,0.24999908805487459,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908805487459,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106573208485576,0.20014446492805088,0.049999087148275154,-2.4704870087178632e-05,-7.66700919270111e-06,-0.004590111643745112,0.9999894650474995,0.0,0.9809895222338113,0.0,9.809999999996123
294,0.19985734433045158,0.20021328206042396,0.24999908805487459,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908805487459,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.2010673028155336,0.20014444591758204,0.049999088057879455,-2.4589200908487598e-05,7.727876479697122e-06,-0.004590129353274087,0.9999894649685922,0.0,0.9810104777669425,0.0,9.810000000000652
295,0.19985734433045158,0.20021328206042396,0.24999908805547555,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908805547555,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.2010657323236453,0.20014446492603327,0.0499990871482753,-2.470487014167506e-05,-7.667008999299762e-06,-0.0045901194419765,0.9999894650117044,0.0,0.9809895222329874,0.0,9.81000000000148
296,0.19985734433045158,0.20021328206042396,0.24999908805547555,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908805547555,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106730305432258,0.2001444459155409,0.049999088057879296,-2.4589200852421583e-05,7.72787666964875e-06,-0.004590137151505456,0.999989464932797,0.0,0.9810104777655764,0.0,9.810000000004125
297,0.19985734433045158,0.20021328206042396,0.2499990880559563,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.2499990880559563,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106573256243454,0.20014446492401639,0.049999087148275265,-2.4704870203352362e-05,-7.667008808738134e-06,-0.004590127240207829,0.9999894649759091,0.0,0.9809895222353987,0.0,9.809999999995894
298,0.19985734433045158,0.20021328206042396,0.2499990880559563,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.2499990880559563,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106730329311173,0.2001444459134992,0.04999908805787934,-2.4589200790965273e-05,7.727876861337787e-06,-0.004590144949736292,0.9999894648970016,0.0,0.9810104777649007,0.0,9.81000000000147
299,0.19985734433045158,0.20021328206042396,0.2499990880563409,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.2499990880563409,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106573280122414,0.2001444649219998,0.04999908714827509,-2.470487026808343e-05,-7.667008614798082e-06,-0.00459013503843851,0.9999894649401139,0.0,0.9809895222338664,0.0,9.809999999996622
300,0.19985734433045158,0.20021328206042396,0.2499990880563409,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.2499990880563409,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106730353190097,0.2001444459114582,0.049999088057879185,-2.4589200736161276e-05,7.727877053849284e-06,-0.004590152747966836,0.9999894648612062,0.0,0.9810104777664742,0.0,9.809999999996265
301,0.19985734433045158,0.20021328206042396,0.24999908805664856,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908805664856,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106573304001346,0.20014446491998267,0.04999908714827513,-2.4704870327204676e-05,-7.667008423495511e-06,-0.004590142836669076,0.9999894649043185,0.0,0.9809895222344871,0.0,9.810000000014243
302,0.19985734433045158,0.20021328206042396,0.24999908805664856,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908805664856,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106730377069004,0.20014444590941616,0.04999908805787932,-2.458920067127477e-05,7.72787724485778e-06,-0.004590160546197226,0.9999894648254106,0.0,0.9810104777659191,0.0,9.809999999987166
303,0.19985734433045158,0.20021328206042396,0.24999908805689472,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908805689472,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.201065733278803,0.2001444649179654,0.04999908714827518,-2.4704870384932177e-05,-7.66700822999405e-06,-0.004590150634899347,0.9999894648685231,0.0,0.9809895222333213,0.0,9.810000000001738
304,0.19985734433045158,0.20021328206042396,0.24999908805689472,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908805689472,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106730400947923,0.20014444590737474,0.049999088057879275,-2.458920061254883e-05,7.727877436775976e-06,-0.004590168344427379,0.9999894647896151,0.0,0.9810104777660128,0.0,9.810000000000953
305,0.19985734433045158,0.20021328206042396,0.24999908805709165,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908805709165,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106573351759244,0.20014446491594887,0.04999908714827501,-2.4704870450286417e-05,-7.667008037623779e-06,-0.004590158433129384,0.9999894648327277,0.0,0.9809895222333398,0.0,9.81000000000444
306,0.19985734433045158,0.20021328206042396,0.24999908805709165,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908805709165,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106730424826846,0.20014444590533342,0.049999088057879205,-2.458920055499719e-05,7.727877629106767e-06,-0.0045901761426570984,0.9999894647538196,0.0,0.9810104777672715,0.0,9.809999999997718
307,0.19985734433045158,0.20021328206042396,0.24999908805724916,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908805724916,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106573375638184,0.20014446491393134,0.04999908714827515,-2.4704870505970312e-05,-7.667007845638516e-06,-0.004590166231358965,0.9999894647969322,0.0,0.9809895222339347,0.0,9.809999999995139
308,0.19985734433045158,0.20021328206042396,0.24999908805724916,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908805724916,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106730448705745,0.20014444590329164,0.04999908805787923,-2.458920049298393e-05,7.727877819154077e-06,-0.004590183940886506,0.9999894647180239,0.0,0.9810104777655633,0.0,9.8099999999984
309,0.19985734433045158,0.20021328206042396,0.24999908805737517,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908805737517,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106573399517122,0.20014446491191407,0.0499990871482752,-2.4704870564060618e-05,-7.667007653699072e-06,-0.00459017402958824,0.9999894647611366,0.0,0.9809895222346018,0.0,9.810000000001278
310,0.19985734433045158,0.20021328206042396,0.24999908805737517,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908805737517,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106730472584666,0.20014444590124958,0.049999088057879386,-2.458920042809153e-05,7.727878011470568e-06,-0.00459019173911557,0.9999894646822282,0.0,0.9810104777659454,0.0,9.810000000001448
311,0.19985734433045158,0.20021328206042396,0.249999088057476,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.249999088057476,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106573423396074,0.20014446490989682,0.04999908714827523,-2.4704870622377928e-05,-7.667007460400888e-06,-0.004590181827817093,0.9999894647253409,0.0,0.9809895222335786,0.0,9.810000000009024
312,0.19985734433045158,0.20021328206042396,0.249999088057476,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.249999088057476,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106730496463573,0.20014444589920852,0.04999908805787921,-2.4589200373074118e-05,7.727878202443687e-06,-0.004590199537344124,0.9999894646464323,0.0,0.9810104777654506,0.0,9.809999999995574
313,0.19985734433045158,0.20021328206042396,0.24999908805755666,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908805755666,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106573447275006,0.20014446490788035,0.04999908714827506,-2.470487068819068e-05,-7.667007268820355e-06,-0.004590189626045689,0.9999894646895453,0.0,0.9809895222345121,0.0,9.809999999997645
314,0.19985734433045158,0.20021328206042396,0.24999908805755666,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.24999908805755666,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.201067305203425,0.20014444589716657,0.049999088057879344,-2.4589200309299276e-05,7.727878395625079e-06,-0.004590207335572518,0.9999894646106366,0.0,0.98101047776718,0.0,9.809999999996458
315,0.19985734433045158,0.20021328206042396,0.2499990880576212,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.2499990880576212,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106573471153966,0.20014446490586313,0.04999908714827506,-2.4704870746876508e-05,-7.667007074392328e-06,-0.0045901974242738685,0.9999894646537495,0.0,0.9809895222321686,0.0,9.810000000004576
316,0.19985734433045158,0.20021328206042396,0.2499990880576212,1.0,0.0,0.0,6.123233995736766e-17,0.085,0.19985734433045158,0.20021328206042396,0.2499990880576212,1.0,0.0,0.0,6.123233995736766e-17,0.08000000000000002,0.20106730544221407,0.20014444589512517,0.04999908805787928,-2.4589200250896815e-05,7.727878586898478e-06,-0.004590215133800237,0.9999894645748407,0.0,0.98101047776723,0.0,9.810000000001002
